Year,League,TeamIdAlt,FranchiseId,Division,Rank,Wins,Losses,Runs,HomeRuns,ERA,Name,Park,TeamId
1916,NL,CIN,CIN,,7,60,93,505,14,3.1,Cincinnati Reds,Crosley Field,CIN
1916,AL,CLE,CLE,,6,77,77,630,16,2.9,Cleveland Indians,League Park II,CLE
1916,AL,DET,DET,,3,87,67,670,17,2.97,Detroit Tigers,Navin Field,DET
1916,NL,NY1,SFG,,4,86,66,597,42,2.6,New York Giants,Polo Grounds IV,NYG
1916,AL,NYA,NYY,,4,80,74,577,35,2.77,New York Yankees,Polo Grounds IV,NYY
1916,AL,PHA,OAK,,8,36,117,447,19,3.92,Philadelphia Athletics,Shibe Park,PHA
1916,NL,PHI,PHI,,2,91,62,581,42,2.36,Philadelphia Phillies,Baker Bowl,PHI
1916,NL,PIT,PIT,,6,65,89,484,20,2.76,Pittsburgh Pirates,Forbes Field,PIT
1916,AL,SLA,BAL,,5,79,75,588,14,2.58,St. Louis Browns,Sportsman's Park IV,SLB
1916,NL,SLN,STL,,7,60,93,476,25,3.14,St. Louis Cardinals,Robison Field,STL
1916,AL,WS1,MIN,,7,76,77,536,12,2.67,Washington Senators,Griffith Stadium I,WSH
1917,AL,BOS,BOS,,2,90,62,555,14,2.2,Boston Red Sox,Fenway Park I,BOS
1917,NL,BRO,LAD,,7,70,81,511,25,2.78,Brooklyn Robins,Ebbets Field,BRO
1917,NL,BSN,ATL,,6,72,81,536,22,2.77,Boston Braves,Braves Field,BSN
1917,AL,CHA,CHW,,1,100,54,656,18,2.16,Chicago White Sox,Comiskey Park,CHW
1917,NL,CHN,CHC,,5,74,80,552,17,2.62,Chicago Cubs,Wrigley Field,CHC
1917,NL,CIN,CIN,,4,78,76,601,26,2.7,Cincinnati Reds,Crosley Field,CIN
1917,AL,CLE,CLE,,3,88,66,584,13,2.52,Cleveland Indians,League Park II,CLE
1917,AL,DET,DET,,4,78,75,639,25,2.56,Detroit Tigers,Navin Field,DET
1917,NL,NY1,SFG,,1,98,56,635,39,2.27,New York Giants,Polo Grounds IV,NYG
1917,AL,NYA,NYY,,6,71,82,524,27,2.66,New York Yankees,Polo Grounds IV,NYY
1917,AL,PHA,OAK,,8,55,98,529,17,3.27,Philadelphia Athletics,Shibe Park,PHA
1917,NL,PHI,PHI,,2,87,65,578,38,2.46,Philadelphia Phillies,Baker Bowl,PHI
1917,NL,PIT,PIT,,8,51,103,464,9,3.01,Pittsburgh Pirates,Forbes Field,PIT
1917,AL,SLA,BAL,,7,57,97,510,15,3.2,St. Louis Browns,Sportsman's Park IV,SLB
1917,NL,SLN,STL,,3,82,70,531,26,3.03,St. Louis Cardinals,Robison Field,STL
1917,AL,WS1,MIN,,5,74,79,543,4,2.75,Washington Senators,Griffith Stadium I,WSH
1918,AL,BOS,BOS,,1,75,51,474,15,2.31,Boston Red Sox,Fenway Park I,BOS
1918,NL,BRO,LAD,,5,57,69,360,10,2.81,Brooklyn Robins,Ebbets Field,BRO
1918,NL,BSN,ATL,,7,53,71,424,13,2.9,Boston Braves,Braves Field,BSN
1918,AL,CHA,CHW,,6,57,67,457,8,2.73,Chicago White Sox,Comiskey Park,CHW
1918,NL,CHN,CHC,,1,84,45,538,21,2.18,Chicago Cubs,Wrigley Field,CHC
1918,NL,CIN,CIN,,3,68,60,530,15,3,Cincinnati Reds,Crosley Field,CIN
1918,AL,CLE,CLE,,2,73,54,504,9,2.64,Cleveland Indians,League Park II,CLE
1918,AL,DET,DET,,7,55,71,476,13,3.4,Detroit Tigers,Navin Field,DET
1918,NL,NY1,SFG,,2,71,53,480,13,2.64,New York Giants,Polo Grounds IV,NYG
1918,AL,NYA,NYY,,4,60,63,493,20,3,New York Yankees,Polo Grounds IV,NYY
1918,AL,PHA,OAK,,8,52,76,412,22,3.22,Philadelphia Athletics,Shibe Park,PHA
1918,NL,PHI,PHI,,6,55,68,430,25,3.15,Philadelphia Phillies,Baker Bowl,PHI
1918,NL,PIT,PIT,,4,65,60,466,15,2.48,Pittsburgh Pirates,Forbes Field,PIT
1918,AL,SLA,BAL,,5,58,64,426,5,2.75,St. Louis Browns,Sportsman's Park IV,SLB
1918,NL,SLN,STL,,8,51,78,454,27,2.96,St. Louis Cardinals,Robison Field,STL
1918,AL,WS1,MIN,,3,72,56,461,4,2.14,Washington Senators,Griffith Stadium I,WSH
1919,AL,BOS,BOS,,6,66,71,564,33,3.31,Boston Red Sox,Fenway Park I,BOS
1919,NL,BRO,LAD,,5,69,71,525,25,2.73,Brooklyn Robins,Ebbets Field,BRO
1919,NL,BSN,ATL,,6,57,82,465,24,3.17,Boston Braves,Braves Field,BSN
1919,AL,CHA,CHW,,1,88,52,667,25,3.04,Chicago White Sox,Comiskey Park,CHW
1919,NL,CHN,CHC,,3,75,65,454,21,2.21,Chicago Cubs,Wrigley Field,CHC
1919,NL,CIN,CIN,,1,96,44,577,20,2.23,Cincinnati Reds,Crosley Field,CIN
1919,AL,CLE,CLE,,2,84,55,636,24,2.94,Cleveland Indians,League Park II,CLE
1919,AL,DET,DET,,4,80,60,618,23,3.3,Detroit Tigers,Navin Field,DET
1919,NL,NY1,SFG,,2,87,53,605,40,2.7,New York Giants,Polo Grounds IV,NYG
1919,AL,NYA,NYY,,3,80,59,578,45,2.82,New York Yankees,Polo Grounds IV,NYY
1919,AL,PHA,OAK,,8,36,104,457,35,4.26,Philadelphia Athletics,Shibe Park,PHA
1919,NL,PHI,PHI,,8,47,90,510,42,4.14,Philadelphia Phillies,Baker Bowl,PHI
1919,NL,PIT,PIT,,4,71,68,472,17,2.88,Pittsburgh Pirates,Forbes Field,PIT
1919,AL,SLA,BAL,,5,67,72,533,31,3.13,St. Louis Browns,Sportsman's Park IV,SLB
1919,NL,SLN,STL,,7,54,83,463,18,3.23,St. Louis Cardinals,Robison Field,STL
1919,AL,WS1,MIN,,7,56,84,533,24,3.01,Washington Senators,Griffith Stadium I,WSH
1920,AL,BOS,BOS,,5,72,81,650,22,3.82,Boston Red Sox,Fenway Park I,BOS
1920,NL,BRO,LAD,,1,93,61,660,28,2.62,Brooklyn Robins,Ebbets Field,BRO
1920,NL,BSN,ATL,,7,62,90,523,23,3.54,Boston Braves,Braves Field,BSN
1920,AL,CHA,CHW,,2,96,58,794,37,3.59,Chicago White Sox,Comiskey Park,CHW
1920,NL,CHN,CHC,,5,75,79,619,34,3.27,Chicago Cubs,Wrigley Field,CHC
1920,NL,CIN,CIN,,3,82,71,639,18,2.9,Cincinnati Reds,Crosley Field,CIN
1920,AL,CLE,CLE,,1,98,56,857,35,3.41,Cleveland Indians,League Park II,CLE
1920,AL,DET,DET,,7,61,93,652,30,4.04,Detroit Tigers,Navin Field,DET
1920,NL,NY1,SFG,,2,86,68,682,46,2.8,New York Giants,Polo Grounds IV,NYG
1920,AL,NYA,NYY,,3,95,59,838,115,3.32,New York Yankees,Polo Grounds IV,NYY
1920,AL,PHA,OAK,,8,48,106,558,44,3.93,Philadelphia Athletics,Shibe Park,PHA
1920,NL,PHI,PHI,,8,62,91,565,64,3.63,Philadelphia Phillies,Baker Bowl,PHI
1920,NL,PIT,PIT,,4,79,75,530,16,2.89,Pittsburgh Pirates,Forbes Field,PIT
1920,AL,SLA,BAL,,4,76,77,797,50,4.03,St. Louis Browns,Sportsman's Park IV,SLB
1920,NL,SLN,STL,,5,75,79,675,32,3.43,St. Louis Cardinals,Robison Field/Sportsman's Park IV,STL
1920,AL,WS1,MIN,,6,68,84,723,36,4.17,Washington Senators,Griffith Stadium I,WSH
1921,AL,BOS,BOS,,5,75,79,668,17,3.98,Boston Red Sox,Fenway Park I,BOS
1921,NL,BRO,LAD,,5,77,75,667,59,3.7,Brooklyn Robins,Ebbets Field,BRO
1921,NL,BSN,ATL,,4,79,74,721,61,3.9,Boston Braves,Braves Field,BSN
1921,AL,CHA,CHW,,7,62,92,683,35,4.94,Chicago White Sox,Comiskey Park,CHW
1921,NL,CHN,CHC,,7,64,89,668,37,4.39,Chicago Cubs,Wrigley Field,CHC
1921,NL,CIN,CIN,,6,70,83,618,20,3.46,Cincinnati Reds,Crosley Field,CIN
1921,AL,CLE,CLE,,2,94,60,925,42,3.9,Cleveland Indians,League Park II,CLE
1921,AL,DET,DET,,6,71,82,883,58,4.4,Detroit Tigers,Navin Field,DET
1921,NL,NY1,SFG,,1,94,59,840,75,3.55,New York Giants,Polo Grounds IV,NYG
1921,AL,NYA,NYY,,1,98,55,948,134,3.82,New York Yankees,Polo Grounds IV,NYY
1921,AL,PHA,OAK,,8,53,100,657,82,4.61,Philadelphia Athletics,Shibe Park,PHA
1921,NL,PHI,PHI,,8,51,103,617,88,4.48,Philadelphia Phillies,Baker Bowl,PHI
1921,NL,PIT,PIT,,2,90,63,692,37,3.17,Pittsburgh Pirates,Forbes Field,PIT
1921,AL,SLA,BAL,,3,81,73,835,67,4.61,St. Louis Browns,Sportsman's Park IV,SLB
1921,NL,SLN,STL,,3,87,66,809,83,3.62,St. Louis Cardinals,Sportsman's Park IV,STL
1921,AL,WS1,MIN,,4,80,73,704,42,3.97,Washington Senators,Griffith Stadium I,WSH
1922,AL,BOS,BOS,,8,61,93,598,45,4.3,Boston Red Sox,Fenway Park I,BOS
1922,NL,BRO,LAD,,6,76,78,743,56,4.05,Brooklyn Robins,Ebbets Field,BRO
1922,NL,BSN,ATL,,8,53,100,596,32,4.37,Boston Braves,Braves Field,BSN
1922,AL,CHA,CHW,,5,77,77,691,45,3.94,Chicago White Sox,Comiskey Park,CHW
1922,NL,CHN,CHC,,5,80,74,771,42,4.34,Chicago Cubs,Wrigley Field,CHC
1922,NL,CIN,CIN,,2,86,68,766,45,3.53,Cincinnati Reds,Crosley Field,CIN
1922,AL,CLE,CLE,,4,78,76,768,32,4.59,Cleveland Indians,League Park II,CLE
1922,AL,DET,DET,,3,79,75,828,54,4.27,Detroit Tigers,Navin Field,DET
1922,NL,NY1,SFG,,1,93,61,852,80,3.45,New York Giants,Polo Grounds IV,NYG
1922,AL,NYA,NYY,,1,94,60,758,95,3.39,New York Yankees,Polo Grounds IV,NYY
1922,AL,PHA,OAK,,7,65,89,705,111,4.59,Philadelphia Athletics,Shibe Park,PHA
1922,NL,PHI,PHI,,7,57,96,738,116,4.64,Philadelphia Phillies,Baker Bowl,PHI
1922,NL,PIT,PIT,,3,85,69,865,52,3.98,Pittsburgh Pirates,Forbes Field,PIT
1922,AL,SLA,BAL,,2,93,61,867,98,3.38,St. Louis Browns,Sportsman's Park IV,SLB
1922,NL,SLN,STL,,3,85,69,863,107,4.44,St. Louis Cardinals,Sportsman's Park IV,STL
1922,AL,WS1,MIN,,6,69,85,650,45,3.81,Washington Senators,Griffith Stadium I,WSH
1923,AL,BOS,BOS,,8,61,91,584,34,4.2,Boston Red Sox,Fenway Park I,BOS
1923,NL,BRO,LAD,,6,76,78,753,62,3.74,Brooklyn Robins,Ebbets Field,BRO
1923,NL,BSN,ATL,,7,54,100,636,32,4.21,Boston Braves,Braves Field,BSN
1923,AL,CHA,CHW,,7,69,85,692,42,4.05,Chicago White Sox,Comiskey Park,CHW
1923,NL,CHN,CHC,,4,83,71,756,90,3.82,Chicago Cubs,Wrigley Field,CHC
1923,NL,CIN,CIN,,2,91,63,708,45,3.21,Cincinnati Reds,Crosley Field,CIN
1923,AL,CLE,CLE,,3,82,71,888,59,3.91,Cleveland Indians,League Park II,CLE
1923,AL,DET,DET,,2,83,71,831,41,4.09,Detroit Tigers,Navin Field,DET
1923,NL,NY1,SFG,,1,95,58,854,85,3.9,New York Giants,Polo Grounds IV,NYG
1923,AL,NYA,NYY,,1,98,54,823,105,3.62,New York Yankees,Yankee Stadium I,NYY
1923,AL,PHA,OAK,,6,69,83,661,53,4.08,Philadelphia Athletics,Shibe Park,PHA
1923,NL,PHI,PHI,,8,50,104,748,112,5.34,Philadelphia Phillies,Baker Bowl,PHI
1923,NL,PIT,PIT,,3,87,67,786,49,3.87,Pittsburgh Pirates,Forbes Field,PIT
1923,AL,SLA,BAL,,5,74,78,688,82,3.93,St. Louis Browns,Sportsman's Park IV,SLB
1923,NL,SLN,STL,,5,79,74,746,63,3.87,St. Louis Cardinals,Sportsman's Park IV,STL
1923,AL,WS1,MIN,,4,75,78,720,26,3.98,Washington Senators,Griffith Stadium I,WSH
1924,AL,BOS,BOS,,7,67,87,737,30,4.35,Boston Red Sox,Fenway Park I,BOS
1924,NL,BRO,LAD,,2,92,62,717,72,3.64,Brooklyn Robins,Ebbets Field,BRO
1924,NL,BSN,ATL,,8,53,100,520,25,4.46,Boston Braves,Braves Field,BSN
1924,AL,CHA,CHW,,8,66,87,793,41,4.74,Chicago White Sox,Comiskey Park,CHW
1924,NL,CHN,CHC,,5,81,72,698,66,3.83,Chicago Cubs,Wrigley Field,CHC
1924,NL,CIN,CIN,,4,83,70,649,36,3.12,Cincinnati Reds,Crosley Field,CIN
1924,AL,CLE,CLE,,6,67,86,755,41,4.4,Cleveland Indians,League Park II,CLE
1924,AL,DET,DET,,3,86,68,849,35,4.19,Detroit Tigers,Navin Field,DET
1924,NL,NY1,SFG,,1,93,60,857,95,3.62,New York Giants,Polo Grounds IV,NYG
1924,AL,NYA,NYY,,2,89,63,798,98,3.86,New York Yankees,Yankee Stadium I,NYY
1924,AL,PHA,OAK,,5,71,81,685,63,4.39,Philadelphia Athletics,Shibe Park,PHA
1924,NL,PHI,PHI,,7,55,96,676,94,4.87,Philadelphia Phillies,Baker Bowl,PHI
1924,NL,PIT,PIT,,3,90,63,724,44,3.27,Pittsburgh Pirates,Forbes Field,PIT
1924,AL,SLA,BAL,,4,74,78,769,67,4.57,St. Louis Browns,Sportsman's Park IV,SLB
1924,NL,SLN,STL,,6,65,89,740,67,4.15,St. Louis Cardinals,Sportsman's Park IV,STL
1924,AL,WS1,MIN,,1,92,62,755,22,3.34,Washington Senators,Griffith Stadium I,WSH
1925,AL,BOS,BOS,,8,47,105,639,41,4.97,Boston Red Sox,Fenway Park I,BOS
1925,NL,BRO,LAD,,6,68,85,786,64,4.77,Brooklyn Robins,Ebbets Field,BRO
1925,NL,BSN,ATL,,5,70,83,708,41,4.39,Boston Braves,Braves Field,BSN
1925,AL,CHA,CHW,,5,79,75,811,38,4.29,Chicago White Sox,Comiskey Park,CHW
1925,NL,CHN,CHC,,8,68,86,723,86,4.41,Chicago Cubs,Wrigley Field,CHC
1925,NL,CIN,CIN,,3,80,73,690,44,3.38,Cincinnati Reds,Crosley Field,CIN
1925,AL,CLE,CLE,,6,70,84,782,52,4.49,Cleveland Indians,League Park II,CLE
1925,AL,DET,DET,,4,81,73,903,50,4.61,Detroit Tigers,Navin Field,DET
1925,NL,NY1,SFG,,2,86,66,736,114,3.94,New York Giants,Polo Grounds IV,NYG
1925,AL,NYA,NYY,,7,69,85,706,110,4.33,New York Yankees,Yankee Stadium I,NYY
1925,AL,PHA,OAK,,2,88,64,831,76,3.87,Philadelphia Athletics,Shibe Park,PHA
1925,NL,PHI,PHI,,6,68,85,812,100,5.02,Philadelphia Phillies,Baker Bowl,PHI
1925,NL,PIT,PIT,,1,95,58,912,78,3.87,Pittsburgh Pirates,Forbes Field,PIT
1925,AL,SLA,BAL,,3,82,71,900,110,4.92,St. Louis Browns,Sportsman's Park IV,SLB
1925,NL,SLN,STL,,4,77,76,828,109,4.36,St. Louis Cardinals,Sportsman's Park IV,STL
1925,AL,WS1,MIN,,1,96,55,829,56,3.7,Washington Senators,Griffith Stadium I,WSH
1926,AL,BOS,BOS,,8,46,107,562,32,4.72,Boston Red Sox,Fenway Park I,BOS
1926,NL,BRO,LAD,,6,71,82,623,40,3.82,Brooklyn Robins,Ebbets Field,BRO
1926,NL,BSN,ATL,,7,66,86,624,16,4.01,Boston Braves,Braves Field,BSN
1926,AL,CHA,CHW,,5,81,72,730,32,3.74,Chicago White Sox,Comiskey Park,CHW
1926,NL,CHN,CHC,,4,82,72,682,66,3.26,Chicago Cubs,Wrigley Field,CHC
1926,NL,CIN,CIN,,2,87,67,747,35,3.42,Cincinnati Reds,Crosley Field,CIN
1926,AL,CLE,CLE,,2,88,66,738,27,3.4,Cleveland Indians,League Park II,CLE
1926,AL,DET,DET,,6,79,75,793,36,4.41,Detroit Tigers,Navin Field,DET
1926,NL,NY1,SFG,,5,74,77,663,73,3.77,New York Giants,Polo Grounds IV,NYG
1926,AL,NYA,NYY,,1,91,63,847,121,3.86,New York Yankees,Yankee Stadium I,NYY
1926,AL,PHA,OAK,,3,83,67,677,61,3,Philadelphia Athletics,Shibe Park,PHA
1926,NL,PHI,PHI,,8,58,93,687,75,5.03,Philadelphia Phillies,Baker Bowl,PHI
1926,NL,PIT,PIT,,3,84,69,769,44,3.67,Pittsburgh Pirates,Forbes Field,PIT
1926,AL,SLA,BAL,,7,62,92,682,72,4.66,St. Louis Browns,Sportsman's Park IV,SLB
1926,NL,SLN,STL,,1,89,65,817,90,3.67,St. Louis Cardinals,Sportsman's Park IV,STL
1926,AL,WS1,MIN,,4,81,69,802,43,4.34,Washington Senators,Griffith Stadium I,WSH
1927,AL,BOS,BOS,,8,51,103,597,28,4.72,Boston Red Sox,Fenway Park I,BOS
1927,NL,BRO,LAD,,6,65,88,541,39,3.36,Brooklyn Robins,Ebbets Field,BRO
1927,NL,BSN,ATL,,7,60,94,651,37,4.22,Boston Braves,Braves Field,BSN
1927,AL,CHA,CHW,,5,70,83,662,36,3.91,Chicago White Sox,Comiskey Park,CHW
1927,NL,CHN,CHC,,4,85,68,750,74,3.65,Chicago Cubs,Wrigley Field,CHC
1927,NL,CIN,CIN,,5,75,78,643,29,3.54,Cincinnati Reds,Crosley Field,CIN
1927,AL,CLE,CLE,,6,66,87,668,26,4.27,Cleveland Indians,League Park II,CLE
1927,AL,DET,DET,,4,82,71,845,51,4.14,Detroit Tigers,Navin Field,DET
1927,NL,NY1,SFG,,3,92,62,817,109,3.97,New York Giants,Polo Grounds IV,NYG
1927,AL,NYA,NYY,,1,110,44,975,158,3.2,New York Yankees,Yankee Stadium I,NYY
1927,AL,PHA,OAK,,2,91,63,841,56,3.97,Philadelphia Athletics,Shibe Park,PHA
1927,NL,PHI,PHI,,8,51,103,678,57,5.36,Philadelphia Phillies,Baker Bowl,PHI
1927,NL,PIT,PIT,,1,94,60,817,54,3.66,Pittsburgh Pirates,Forbes Field,PIT
1927,AL,SLA,BAL,,7,59,94,724,55,4.95,St. Louis Browns,Sportsman's Park IV,SLB
1927,NL,SLN,STL,,2,92,61,754,84,3.57,St. Louis Cardinals,Sportsman's Park IV,STL
1927,AL,WS1,MIN,,3,85,69,782,29,3.97,Washington Senators,Griffith Stadium I,WSH
1928,AL,BOS,BOS,,8,57,96,589,38,4.39,Boston Red Sox,Fenway Park I,BOS
1928,NL,BRO,LAD,,6,77,76,665,66,3.25,Brooklyn Robins,Ebbets Field,BRO
1928,NL,BSN,ATL,,7,50,103,631,52,4.83,Boston Braves,Braves Field,BSN
1928,AL,CHA,CHW,,5,72,82,656,24,3.98,Chicago White Sox,Comiskey Park,CHW
1928,NL,CHN,CHC,,3,91,63,714,92,3.4,Chicago Cubs,Wrigley Field,CHC
1928,NL,CIN,CIN,,5,78,74,648,32,3.94,Cincinnati Reds,Crosley Field,CIN
1928,AL,CLE,CLE,,7,62,92,674,34,4.47,Cleveland Indians,League Park II,CLE
1928,AL,DET,DET,,6,68,86,744,62,4.32,Detroit Tigers,Navin Field,DET
1928,NL,NY1,SFG,,2,93,61,807,118,3.67,New York Giants,Polo Grounds IV,NYG
1928,AL,NYA,NYY,,1,101,53,894,133,3.74,New York Yankees,Yankee Stadium I,NYY
1928,AL,PHA,OAK,,2,98,55,829,89,3.36,Philadelphia Athletics,Shibe Park,PHA
1928,NL,PHI,PHI,,8,43,109,660,85,5.56,Philadelphia Phillies,Baker Bowl,PHI
1928,NL,PIT,PIT,,4,85,67,837,52,3.95,Pittsburgh Pirates,Forbes Field,PIT
1928,AL,SLA,BAL,,3,82,72,772,63,4.17,St. Louis Browns,Sportsman's Park IV,SLB
1928,NL,SLN,STL,,1,95,59,807,113,3.38,St. Louis Cardinals,Sportsman's Park IV,STL
1928,AL,WS1,MIN,,4,75,79,718,40,3.88,Washington Senators,Griffith Stadium I,WSH
1929,AL,BOS,BOS,,8,58,96,605,28,4.43,Boston Red Sox,Fenway Park I,BOS
1929,NL,BRO,LAD,,6,70,83,755,99,4.92,Brooklyn Robins,Ebbets Field,BRO
1929,NL,BSN,ATL,,8,56,98,657,33,5.12,Boston Braves,Braves Field,BSN
1929,AL,CHA,CHW,,7,59,93,627,37,4.41,Chicago White Sox,Comiskey Park,CHW
1929,NL,CHN,CHC,,1,98,54,982,139,4.16,Chicago Cubs,Wrigley Field,CHC
1929,NL,CIN,CIN,,7,66,88,686,34,4.41,Cincinnati Reds,Crosley Field,CIN
1929,AL,CLE,CLE,,3,81,71,717,62,4.05,Cleveland Indians,League Park II,CLE
1929,AL,DET,DET,,6,70,84,926,110,4.96,Detroit Tigers,Navin Field,DET
1929,NL,NY1,SFG,,3,84,67,897,136,3.97,New York Giants,Polo Grounds IV,NYG
1929,AL,NYA,NYY,,2,88,66,899,142,4.19,New York Yankees,Yankee Stadium I,NYY
1929,AL,PHA,OAK,,1,104,46,901,122,3.44,Philadelphia Athletics,Shibe Park,PHA
1929,NL,PHI,PHI,,5,71,82,897,153,6.13,Philadelphia Phillies,Baker Bowl,PHI
1929,NL,PIT,PIT,,2,88,65,904,60,4.36,Pittsburgh Pirates,Forbes Field,PIT
1929,AL,SLA,BAL,,4,79,73,733,46,4.08,St. Louis Browns,Sportsman's Park IV,SLB
1929,NL,SLN,STL,,4,78,74,831,100,4.66,St. Louis Cardinals,Sportsman's Park IV,STL
1929,AL,WS1,MIN,,5,71,81,730,48,4.34,Washington Senators,Griffith Stadium I,WSH
1930,AL,BOS,BOS,,8,52,102,612,47,4.68,Boston Red Sox,Fenway Park I,BOS
1930,NL,BRO,LAD,,4,86,68,871,122,4.03,Brooklyn Robins,Ebbets Field,BRO
1930,NL,BSN,ATL,,6,70,84,693,66,4.91,Boston Braves,Braves Field,BSN
1930,AL,CHA,CHW,,7,62,92,729,63,4.71,Chicago White Sox,Comiskey Park,CHW
1930,NL,CHN,CHC,,2,90,64,998,171,4.8,Chicago Cubs,Wrigley Field,CHC
1930,NL,CIN,CIN,,7,59,95,665,74,5.08,Cincinnati Reds,Crosley Field,CIN
1930,AL,CLE,CLE,,4,81,73,890,72,4.88,Cleveland Indians,League Park II,CLE
1930,AL,DET,DET,,5,75,79,783,82,4.7,Detroit Tigers,Navin Field,DET
1930,NL,NY1,SFG,,3,87,67,959,143,4.61,New York Giants,Polo Grounds IV,NYG
1930,AL,NYA,NYY,,3,86,68,1062,152,4.88,New York Yankees,Yankee Stadium I,NYY
1930,AL,PHA,OAK,,1,102,52,951,125,4.28,Philadelphia Athletics,Shibe Park,PHA
1930,NL,PHI,PHI,,8,52,102,944,126,6.71,Philadelphia Phillies,Baker Bowl,PHI
1930,NL,PIT,PIT,,5,80,74,891,86,5.24,Pittsburgh Pirates,Forbes Field,PIT
1930,AL,SLA,BAL,,6,64,90,751,75,5.07,St. Louis Browns,Sportsman's Park IV,SLB
1930,NL,SLN,STL,,1,92,62,1004,104,4.39,St. Louis Cardinals,Sportsman's Park IV,STL
1930,AL,WS1,MIN,,2,94,60,892,57,3.96,Washington Senators,Griffith Stadium I,WSH
1931,AL,BOS,BOS,,6,62,90,625,37,4.6,Boston Red Sox,Fenway Park I,BOS
1931,NL,BRO,LAD,,4,79,73,681,71,3.84,Brooklyn Robins,Ebbets Field,BRO
1931,NL,BSN,ATL,,7,64,90,533,34,3.9,Boston Braves,Braves Field,BSN
1931,AL,CHA,CHW,,8,56,97,704,27,5.04,Chicago White Sox,Comiskey Park,CHW
1931,NL,CHN,CHC,,3,84,70,828,84,3.97,Chicago Cubs,Wrigley Field,CHC
1931,NL,CIN,CIN,,8,58,96,592,21,4.22,Cincinnati Reds,Crosley Field,CIN
1931,AL,CLE,CLE,,4,78,76,885,71,4.63,Cleveland Indians,League Park II,CLE
1931,AL,DET,DET,,7,61,93,651,43,4.59,Detroit Tigers,Navin Field,DET
1931,NL,NY1,SFG,,2,87,65,768,101,3.3,New York Giants,Polo Grounds IV,NYG
1931,AL,NYA,NYY,,2,94,59,1067,155,4.2,New York Yankees,Yankee Stadium I,NYY
1931,AL,PHA,OAK,,1,107,45,858,118,3.47,Philadelphia Athletics,Shibe Park,PHA
1931,NL,PHI,PHI,,6,66,88,684,81,4.58,Philadelphia Phillies,Baker Bowl,PHI
1931,NL,PIT,PIT,,5,75,79,636,41,3.66,Pittsburgh Pirates,Forbes Field,PIT
1931,AL,SLA,BAL,,5,63,91,722,76,4.76,St. Louis Browns,Sportsman's Park IV,SLB
1931,NL,SLN,STL,,1,101,53,815,60,3.45,St. Louis Cardinals,Sportsman's Park IV,STL
1931,AL,WS1,MIN,,3,92,62,843,49,3.76,Washington Senators,Griffith Stadium I,WSH
1932,AL,BOS,BOS,,8,43,111,566,53,5.02,Boston Red Sox,Fenway Park I,BOS
1932,NL,BRO,LAD,,3,81,73,752,110,4.27,Brooklyn Dodgers,Ebbets Field,BRO
1932,NL,BSN,ATL,,5,77,77,649,63,3.53,Boston Braves,Braves Field,BSN
1932,AL,CHA,CHW,,7,49,102,667,36,4.82,Chicago White Sox,Comiskey Park,CHW
1932,NL,CHN,CHC,,1,90,64,720,69,3.44,Chicago Cubs,Wrigley Field,CHC
1932,NL,CIN,CIN,,8,60,94,575,47,3.79,Cincinnati Reds,Crosley Field,CIN
1932,AL,CLE,CLE,,4,87,65,845,78,4.12,Cleveland Indians,League Park II/Cleveland Stadium,CLE
1932,AL,DET,DET,,5,76,75,799,80,4.3,Detroit Tigers,Navin Field,DET
1932,NL,NY1,SFG,,6,72,82,755,116,3.83,New York Giants,Polo Grounds IV,NYG
1932,AL,NYA,NYY,,1,107,47,1002,160,3.98,New York Yankees,Yankee Stadium I,NYY
1932,AL,PHA,OAK,,2,94,60,981,172,4.45,Philadelphia Athletics,Shibe Park,PHA
1932,NL,PHI,PHI,,4,78,76,844,122,4.47,Philadelphia Phillies,Baker Bowl,PHI
1932,NL,PIT,PIT,,2,86,68,701,48,3.75,Pittsburgh Pirates,Forbes Field,PIT
1932,AL,SLA,BAL,,6,63,91,736,67,5.01,St. Louis Browns,Sportsman's Park IV,SLB
1932,NL,SLN,STL,,6,72,82,684,76,3.97,St. Louis Cardinals,Sportsman's Park IV,STL
1932,AL,WS1,MIN,,3,93,61,840,61,4.16,Washington Senators,Griffith Stadium I,WSH
1933,AL,BOS,BOS,,7,63,86,700,50,4.35,Boston Red Sox,Fenway Park I,BOS
1933,NL,BRO,LAD,,6,65,88,617,62,3.73,Brooklyn Dodgers,Ebbets Field,BRO
1933,NL,BSN,ATL,,4,83,71,552,54,2.96,Boston Braves,Braves Field,BSN
1933,AL,CHA,CHW,,6,67,83,683,43,4.45,Chicago White Sox,Comiskey Park,CHW
1933,NL,CHN,CHC,,3,86,68,646,72,2.93,Chicago Cubs,Wrigley Field,CHC
1933,NL,CIN,CIN,,8,58,94,496,34,3.42,Cincinnati Reds,Crosley Field,CIN
1933,AL,CLE,CLE,,4,75,76,654,50,3.71,Cleveland Indians,League Park II/Cleveland Stadium,CLE
1933,AL,DET,DET,,5,75,79,722,57,3.95,Detroit Tigers,Navin Field,DET
1933,NL,NY1,SFG,,1,91,61,636,82,2.71,New York Giants,Polo Grounds IV,NYG
1933,AL,NYA,NYY,,2,91,59,927,144,4.36,New York Yankees,Yankee Stadium I,NYY
1933,AL,PHA,OAK,,3,79,72,875,139,4.81,Philadelphia Athletics,Shibe Park,PHA
1933,NL,PHI,PHI,,7,60,92,607,60,4.34,Philadelphia Phillies,Baker Bowl,PHI
