Year,League,TeamIdAlt,FranchiseId,Division,Rank,Wins,Losses,Runs,HomeRuns,ERA,Name,Park,TeamId
1959,NL,LAN,LAD,,1,88,68,705,148,3.79,Los Angeles Dodgers,Los Angeles Memorial Coliseum,LAD
1959,NL,ML1,ATL,,2,86,70,724,177,3.51,Milwaukee Braves,County Stadium,MLN
1959,AL,NYA,NYY,,3,79,75,687,153,3.6,New York Yankees,Yankee Stadium I,NYY
1959,NL,PHI,PHI,,8,64,90,599,113,4.27,Philadelphia Phillies,Connie Mack Stadium,PHI
1959,NL,PIT,PIT,,4,78,76,651,112,3.9,Pittsburgh Pirates,Forbes Field,PIT
1959,NL,SFN,SFG,,3,83,71,705,167,3.47,San Francisco Giants,Seals Stadium,SFG
1959,NL,SLN,STL,,7,71,83,641,118,4.34,St. Louis Cardinals,Sportsman's Park IV,STL
1959,AL,WS1,MIN,,8,63,91,619,163,4.01,Washington Senators,Griffith Stadium II,WSH
1960,AL,BAL,BAL,,2,89,65,682,123,3.52,Baltimore Orioles,Memorial Stadium,BAL
1960,AL,BOS,BOS,,7,65,89,658,124,4.62,Boston Red Sox,Fenway Park II,BOS
1960,AL,CHA,CHW,,3,87,67,741,112,3.6,Chicago White Sox,Comiskey Park,CHW
1960,NL,CHN,CHC,,7,60,94,634,119,4.35,Chicago Cubs,Wrigley Field,CHC
1960,NL,CIN,CIN,,6,67,87,640,140,4,Cincinnati Reds,Crosley Field,CIN
1960,AL,CLE,CLE,,4,76,78,667,127,3.95,Cleveland Indians,Cleveland Stadium,CLE
1960,AL,DET,DET,,6,71,83,633,150,3.64,Detroit Tigers,Briggs Stadium,DET
1960,AL,KC1,OAK,,8,58,96,615,110,4.38,Kansas City Athletics,Municipal Stadium I,KCA
1960,NL,LAN,LAD,,4,82,72,662,126,3.4,Los Angeles Dodgers,Los Angeles Memorial Coliseum,LAD
1960,NL,ML1,ATL,,2,88,66,724,170,3.76,Milwaukee Braves,County Stadium,MLN
1960,AL,NYA,NYY,,1,97,57,746,193,3.52,New York Yankees,Yankee Stadium I,NYY
1960,NL,PHI,PHI,,8,59,95,546,99,4.01,Philadelphia Phillies,Connie Mack Stadium,PHI
1960,NL,PIT,PIT,,1,95,59,734,120,3.49,Pittsburgh Pirates,Forbes Field,PIT
1960,NL,SFN,SFG,,5,79,75,671,130,3.44,San Francisco Giants,Candlestick Park,SFG
1960,NL,SLN,STL,,3,86,68,639,138,3.64,St. Louis Cardinals,Sportsman's Park IV,STL
1960,AL,WS1,MIN,,5,73,81,672,147,3.77,Washington Senators,Griffith Stadium II,WSH
1961,AL,BAL,BAL,,3,95,67,691,149,3.22,Baltimore Orioles,Memorial Stadium,BAL
1961,AL,BOS,BOS,,6,76,86,729,112,4.29,Boston Red Sox,Fenway Park II,BOS
1961,AL,CHA,CHW,,4,86,76,765,138,4.06,Chicago White Sox,Comiskey Park,CHW
1961,NL,CHN,CHC,,7,64,90,689,176,4.48,Chicago Cubs,Wrigley Field,CHC
1961,NL,CIN,CIN,,1,93,61,710,158,3.78,Cincinnati Reds,Crosley Field,CIN
1961,AL,CLE,CLE,,5,78,83,737,150,4.15,Cleveland Indians,Cleveland Stadium,CLE
1961,AL,DET,DET,,2,101,61,841,180,3.55,Detroit Tigers,Tiger Stadium,DET
1961,AL,KC1,OAK,,9,61,100,683,90,4.74,Kansas City Athletics,Municipal Stadium I,KCA
1961,AL,LAA,ANA,,8,70,91,744,189,4.31,Los Angeles Angels,Wrigley Field (LA),LAA
1961,NL,LAN,LAD,,2,89,65,735,157,4.04,Los Angeles Dodgers,Los Angeles Memorial Coliseum,LAD
1961,AL,MIN,MIN,,7,70,90,707,167,4.28,Minnesota Twins,Metropolitan Stadium,MIN
1961,NL,ML1,ATL,,4,83,71,712,188,3.89,Milwaukee Braves,County Stadium,MLN
1961,AL,NYA,NYY,,1,109,53,827,240,3.46,New York Yankees,Yankee Stadium I,NYY
1961,NL,PHI,PHI,,8,47,107,584,103,4.61,Philadelphia Phillies,Connie Mack Stadium,PHI
1961,NL,PIT,PIT,,6,75,79,694,128,3.92,Pittsburgh Pirates,Forbes Field,PIT
1961,NL,SFN,SFG,,3,85,69,773,183,3.77,San Francisco Giants,Candlestick Park,SFG
1961,NL,SLN,STL,,5,80,74,703,103,3.74,St. Louis Cardinals,Sportsman's Park IV,STL
1961,AL,WS2,TEX,,9,61,100,618,119,4.23,Washington Senators,Griffith Stadium II,WSA
1962,AL,BAL,BAL,,7,77,85,652,156,3.69,Baltimore Orioles,Memorial Stadium,BAL
1962,AL,BOS,BOS,,8,76,84,707,146,4.22,Boston Red Sox,Fenway Park II,BOS
1962,AL,CHA,CHW,,5,85,77,707,92,3.73,Chicago White Sox,Comiskey Park,CHW
1962,NL,CHN,CHC,,9,59,103,632,126,4.54,Chicago Cubs,Wrigley Field,CHC
1962,NL,CIN,CIN,,3,98,64,802,167,3.75,Cincinnati Reds,Crosley Field,CIN
1962,AL,CLE,CLE,,6,80,82,682,180,4.14,Cleveland Indians,Cleveland Stadium,CLE
1962,AL,DET,DET,,4,85,76,758,209,3.81,Detroit Tigers,Tiger Stadium,DET
1962,NL,HOU,HOU,,8,64,96,592,105,3.83,Houston Colt .45's,Colt Stadium,HOU
1962,AL,KC1,OAK,,9,72,90,745,116,4.79,Kansas City Athletics,Municipal Stadium I,KCA
1962,AL,LAA,ANA,,3,86,76,718,137,3.7,Los Angeles Angels,Dodger Stadium,LAA
1962,NL,LAN,LAD,,2,102,63,842,140,3.62,Los Angeles Dodgers,Dodger Stadium,LAD
1962,AL,MIN,MIN,,2,91,71,798,185,3.89,Minnesota Twins,Metropolitan Stadium,MIN
1962,NL,ML1,ATL,,5,86,76,730,181,3.68,Milwaukee Braves,County Stadium,MLN
1962,AL,NYA,NYY,,1,96,66,817,199,3.7,New York Yankees,Yankee Stadium I,NYY
1962,NL,NYN,NYM,,10,40,120,617,139,5.04,New York Mets,Polo Grounds IV,NYM
1962,NL,PHI,PHI,,7,81,80,705,142,4.28,Philadelphia Phillies,Connie Mack Stadium,PHI
1962,NL,PIT,PIT,,4,93,68,706,108,3.37,Pittsburgh Pirates,Forbes Field,PIT
1962,NL,SFN,SFG,,1,103,62,878,204,3.79,San Francisco Giants,Candlestick Park,SFG
1962,NL,SLN,STL,,6,84,78,774,137,3.55,St. Louis Cardinals,Sportsman's Park IV,STL
1962,AL,WS2,TEX,,10,60,101,599,132,4.04,Washington Senators,R.F.K. Stadium,WSA
1963,AL,BAL,BAL,,4,86,76,644,146,3.45,Baltimore Orioles,Memorial Stadium,BAL
1963,AL,BOS,BOS,,7,76,85,666,171,3.97,Boston Red Sox,Fenway Park II,BOS
1963,AL,CHA,CHW,,2,94,68,683,114,2.97,Chicago White Sox,Comiskey Park,CHW
1963,NL,CHN,CHC,,7,82,80,570,127,3.08,Chicago Cubs,Wrigley Field,CHC
1963,NL,CIN,CIN,,5,86,76,648,122,3.29,Cincinnati Reds,Crosley Field,CIN
1963,AL,CLE,CLE,,5,79,83,635,169,3.79,Cleveland Indians,Cleveland Stadium,CLE
1963,AL,DET,DET,,5,79,83,700,148,3.9,Detroit Tigers,Tiger Stadium,DET
1963,NL,HOU,HOU,,9,66,96,464,62,3.44,Houston Colt .45's,Colt Stadium,HOU
1963,AL,KC1,OAK,,8,73,89,615,95,3.92,Kansas City Athletics,Municipal Stadium I,KCA
1963,AL,LAA,ANA,,9,70,91,597,95,3.52,Los Angeles Angels,Dodger Stadium,LAA
1963,NL,LAN,LAD,,1,99,63,640,110,2.85,Los Angeles Dodgers,Dodger Stadium,LAD
1963,AL,MIN,MIN,,3,91,70,767,225,3.28,Minnesota Twins,Metropolitan Stadium,MIN
1963,NL,ML1,ATL,,6,84,78,677,139,3.27,Milwaukee Braves,County Stadium,MLN
1963,AL,NYA,NYY,,1,104,57,714,188,3.07,New York Yankees,Yankee Stadium I,NYY
1963,NL,NYN,NYM,,10,51,111,501,96,4.12,New York Mets,Polo Grounds IV,NYM
1963,NL,PHI,PHI,,4,87,75,642,126,3.09,Philadelphia Phillies,Connie Mack Stadium,PHI
1963,NL,PIT,PIT,,8,74,88,567,108,3.1,Pittsburgh Pirates,Forbes Field,PIT
1963,NL,SFN,SFG,,3,88,74,725,197,3.35,San Francisco Giants,Candlestick Park,SFG
1963,NL,SLN,STL,,2,93,69,747,128,3.32,St. Louis Cardinals,Sportsman's Park IV,STL
1963,AL,WS2,TEX,,10,56,106,578,138,4.42,Washington Senators,R.F.K. Stadium,WSA
1964,AL,BAL,BAL,,3,97,65,679,162,3.16,Baltimore Orioles,Memorial Stadium,BAL
1964,AL,BOS,BOS,,8,72,90,688,186,4.5,Boston Red Sox,Fenway Park II,BOS
1964,AL,CHA,CHW,,2,98,64,642,106,2.72,Chicago White Sox,Comiskey Park,CHW
1964,NL,CHN,CHC,,8,76,86,649,145,4.08,Chicago Cubs,Wrigley Field,CHC
1964,NL,CIN,CIN,,2,92,70,660,130,3.07,Cincinnati Reds,Crosley Field,CIN
1964,AL,CLE,CLE,,6,79,83,689,164,3.75,Cleveland Indians,Cleveland Stadium,CLE
1964,AL,DET,DET,,4,85,77,699,157,3.84,Detroit Tigers,Tiger Stadium,DET
1964,NL,HOU,HOU,,9,66,96,495,70,3.41,Houston Colt .45's,Colt Stadium,HOU
1964,AL,KC1,OAK,,10,57,105,621,166,4.71,Kansas City Athletics,Municipal Stadium I,KCA
1964,AL,LAA,ANA,,5,82,80,544,102,2.91,Los Angeles Angels,Dodger Stadium,LAA
1964,NL,LAN,LAD,,6,80,82,614,79,2.95,Los Angeles Dodgers,Dodger Stadium,LAD
1964,AL,MIN,MIN,,6,79,83,737,221,3.58,Minnesota Twins,Metropolitan Stadium,MIN
1964,NL,ML1,ATL,,5,88,74,803,159,4.12,Milwaukee Braves,County Stadium,MLN
1964,AL,NYA,NYY,,1,99,63,730,162,3.15,New York Yankees,Yankee Stadium I,NYY
1964,NL,NYN,NYM,,10,53,109,569,103,4.25,New York Mets,Shea Stadium,NYM
1964,NL,PHI,PHI,,2,92,70,693,130,3.36,Philadelphia Phillies,Connie Mack Stadium,PHI
1964,NL,PIT,PIT,,6,80,82,663,121,3.52,Pittsburgh Pirates,Forbes Field,PIT
1964,NL,SFN,SFG,,4,90,72,656,165,3.19,San Francisco Giants,Candlestick Park,SFG
1964,NL,SLN,STL,,1,93,69,715,109,3.43,St. Louis Cardinals,Sportsman's Park IV,STL
1964,AL,WS2,TEX,,9,62,100,578,125,3.98,Washington Senators,R.F.K. Stadium,WSA
1965,AL,BAL,BAL,,3,94,68,641,125,2.98,Baltimore Orioles,Memorial Stadium,BAL
1965,AL,BOS,BOS,,9,62,100,669,165,4.24,Boston Red Sox,Fenway Park II,BOS
1965,AL,CAL,ANA,,7,75,87,527,92,3.17,California Angels,Dodger Stadium,CAL
1965,AL,CHA,CHW,,2,95,67,647,125,2.99,Chicago White Sox,Comiskey Park,CHW
1965,NL,CHN,CHC,,8,72,90,635,134,3.78,Chicago Cubs,Wrigley Field,CHC
1965,NL,CIN,CIN,,4,89,73,825,183,3.88,Cincinnati Reds,Crosley Field,CIN
1965,AL,CLE,CLE,,5,87,75,663,156,3.3,Cleveland Indians,Cleveland Stadium,CLE
1965,AL,DET,DET,,4,89,73,680,162,3.35,Detroit Tigers,Tiger Stadium,DET
1965,NL,HOU,HOU,,9,65,97,569,97,3.84,Houston Astros,Astrodome,HOU
1965,AL,KC1,OAK,,10,59,103,585,110,4.24,Kansas City Athletics,Municipal Stadium I,KCA
1965,NL,LAN,LAD,,1,97,65,608,78,2.81,Los Angeles Dodgers,Dodger Stadium,LAD
1965,AL,MIN,MIN,,1,102,60,774,150,3.14,Minnesota Twins,Metropolitan Stadium,MIN
1965,NL,ML1,ATL,,5,86,76,708,196,3.52,Milwaukee Braves,County Stadium,MLN
1965,AL,NYA,NYY,,6,77,85,611,149,3.28,New York Yankees,Yankee Stadium I,NYY
1965,NL,NYN,NYM,,10,50,112,495,107,4.06,New York Mets,Shea Stadium,NYM
1965,NL,PHI,PHI,,6,85,76,654,144,3.53,Philadelphia Phillies,Connie Mack Stadium,PHI
1965,NL,PIT,PIT,,3,90,72,675,111,3.01,Pittsburgh Pirates,Forbes Field,PIT
1965,NL,SFN,SFG,,2,95,67,682,159,3.2,San Francisco Giants,Candlestick Park,SFG
1965,NL,SLN,STL,,7,80,81,707,109,3.77,St. Louis Cardinals,Sportsman's Park IV,STL
1965,AL,WS2,TEX,,8,70,92,591,136,3.93,Washington Senators,R.F.K. Stadium,WSA
1966,NL,ATL,ATL,,5,85,77,782,207,3.68,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1966,AL,BAL,BAL,,1,97,63,755,175,3.32,Baltimore Orioles,Memorial Stadium,BAL
1966,AL,BOS,BOS,,9,72,90,655,145,3.92,Boston Red Sox,Fenway Park II,BOS
1966,AL,CAL,ANA,,6,80,82,604,122,3.56,California Angels,Anaheim Stadium,CAL
1966,AL,CHA,CHW,,4,83,79,574,87,2.68,Chicago White Sox,Comiskey Park,CHW
1966,NL,CHN,CHC,,10,59,103,644,140,4.33,Chicago Cubs,Wrigley Field,CHC
1966,NL,CIN,CIN,,7,76,84,692,149,4.08,Cincinnati Reds,Crosley Field,CIN
1966,AL,CLE,CLE,,5,81,81,574,155,3.23,Cleveland Indians,Cleveland Stadium,CLE
1966,AL,DET,DET,,3,88,74,719,179,3.85,Detroit Tigers,Tiger Stadium,DET
1966,NL,HOU,HOU,,8,72,90,612,112,3.76,Houston Astros,Astrodome,HOU
1966,AL,KC1,OAK,,7,74,86,564,70,3.56,Kansas City Athletics,Municipal Stadium I,KCA
1966,NL,LAN,LAD,,1,95,67,606,108,2.62,Los Angeles Dodgers,Dodger Stadium,LAD
1966,AL,MIN,MIN,,2,89,73,663,144,3.13,Minnesota Twins,Metropolitan Stadium,MIN
1966,AL,NYA,NYY,,10,70,89,611,162,3.41,New York Yankees,Yankee Stadium I,NYY
1966,NL,NYN,NYM,,9,66,95,587,98,4.17,New York Mets,Shea Stadium,NYM
1966,NL,PHI,PHI,,4,87,75,696,117,3.57,Philadelphia Phillies,Connie Mack Stadium,PHI
1966,NL,PIT,PIT,,3,92,70,759,158,3.52,Pittsburgh Pirates,Forbes Field,PIT
1966,NL,SFN,SFG,,2,93,68,675,181,3.24,San Francisco Giants,Candlestick Park,SFG
1966,NL,SLN,STL,,6,83,79,571,108,3.11,St. Louis Cardinals,Sportsman's Park IV/Busch Stadium II,STL
1966,AL,WS2,TEX,,8,71,88,557,126,3.7,Washington Senators,R.F.K. Stadium,WSA
1967,NL,ATL,ATL,,7,77,85,631,158,3.47,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1967,AL,BAL,BAL,,6,76,85,654,138,3.32,Baltimore Orioles,Memorial Stadium,BAL
1967,AL,BOS,BOS,,1,92,70,722,158,3.36,Boston Red Sox,Fenway Park II,BOS
1967,AL,CAL,ANA,,5,84,77,567,114,3.19,California Angels,Anaheim Stadium,CAL
1967,AL,CHA,CHW,,4,89,73,531,89,2.45,Chicago White Sox,Comiskey Park,CHW
1967,NL,CHN,CHC,,3,87,74,702,128,3.48,Chicago Cubs,Wrigley Field,CHC
1967,NL,CIN,CIN,,4,87,75,604,109,3.05,Cincinnati Reds,Crosley Field,CIN
1967,AL,CLE,CLE,,8,75,87,559,131,3.25,Cleveland Indians,Cleveland Stadium,CLE
1967,AL,DET,DET,,2,91,71,683,152,3.32,Detroit Tigers,Tiger Stadium,DET
1967,NL,HOU,HOU,,9,69,93,626,93,4.03,Houston Astros,Astrodome,HOU
1967,AL,KC1,OAK,,10,62,99,533,69,3.68,Kansas City Athletics,Municipal Stadium I,KCA
1967,NL,LAN,LAD,,8,73,89,519,82,3.21,Los Angeles Dodgers,Dodger Stadium,LAD
1967,AL,MIN,MIN,,2,91,71,671,131,3.14,Minnesota Twins,Metropolitan Stadium,MIN
1967,AL,NYA,NYY,,9,72,90,522,100,3.24,New York Yankees,Yankee Stadium I,NYY
1967,NL,NYN,NYM,,10,61,101,498,83,3.73,New York Mets,Shea Stadium,NYM
1967,NL,PHI,PHI,,5,82,80,612,103,3.1,Philadelphia Phillies,Connie Mack Stadium,PHI
1967,NL,PIT,PIT,,6,81,81,679,91,3.74,Pittsburgh Pirates,Forbes Field,PIT
1967,NL,SFN,SFG,,2,91,71,652,140,2.92,San Francisco Giants,Candlestick Park,SFG
1967,NL,SLN,STL,,1,101,60,695,115,3.05,St. Louis Cardinals,Busch Stadium II,STL
1967,AL,WS2,TEX,,6,76,85,550,115,3.38,Washington Senators,R.F.K. Stadium,WSA
1968,NL,ATL,ATL,,5,81,81,514,80,2.92,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1968,AL,BAL,BAL,,2,91,71,579,133,2.66,Baltimore Orioles,Memorial Stadium,BAL
1968,AL,BOS,BOS,,4,86,76,614,125,3.33,Boston Red Sox,Fenway Park II,BOS
1968,AL,CAL,ANA,,8,67,95,498,83,3.43,California Angels,Anaheim Stadium,CAL
1968,AL,CHA,CHW,,8,67,95,463,71,2.75,Chicago White Sox,Comiskey Park,CHW
1968,NL,CHN,CHC,,3,84,78,612,130,3.41,Chicago Cubs,Wrigley Field,CHC
1968,NL,CIN,CIN,,4,83,79,690,106,3.56,Cincinnati Reds,Crosley Field,CIN
1968,AL,CLE,CLE,,3,86,75,516,75,2.66,Cleveland Indians,Cleveland Stadium,CLE
1968,AL,DET,DET,,1,103,59,671,185,2.71,Detroit Tigers,Tiger Stadium,DET
1968,NL,HOU,HOU,,10,72,90,510,66,3.26,Houston Astros,Astrodome,HOU
1968,NL,LAN,LAD,,7,76,86,470,67,2.69,Los Angeles Dodgers,Dodger Stadium,LAD
1968,AL,MIN,MIN,,7,79,83,562,105,2.89,Minnesota Twins,Metropolitan Stadium,MIN
1968,AL,NYA,NYY,,5,83,79,536,109,2.79,New York Yankees,Yankee Stadium I,NYY
1968,NL,NYN,NYM,,9,73,89,473,81,2.72,New York Mets,Shea Stadium,NYM
1968,AL,OAK,OAK,,6,82,80,569,94,2.94,Oakland Athletics,Oakland Coliseum,OAK
1968,NL,PHI,PHI,,7,76,86,543,100,3.36,Philadelphia Phillies,Connie Mack Stadium,PHI
1968,NL,PIT,PIT,,6,80,82,583,80,2.74,Pittsburgh Pirates,Forbes Field,PIT
1968,NL,SFN,SFG,,2,88,74,599,108,2.71,San Francisco Giants,Candlestick Park,SFG
1968,NL,SLN,STL,,1,97,65,583,73,2.49,St. Louis Cardinals,Busch Stadium II,STL
1968,AL,WS2,TEX,,10,65,96,524,124,3.64,Washington Senators,R.F.K. Stadium,WSA
1969,NL,ATL,ATL,W,1,93,69,691,141,3.53,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1969,AL,BAL,BAL,E,1,109,53,779,175,2.83,Baltimore Orioles,Memorial Stadium,BAL
1969,AL,BOS,BOS,E,3,87,75,743,197,3.92,Boston Red Sox,Fenway Park II,BOS
1969,AL,CAL,ANA,W,3,71,91,528,88,3.54,California Angels,Anaheim Stadium,CAL
1969,AL,CHA,CHW,W,5,68,94,625,112,4.21,Chicago White Sox,Comiskey Park,CHW
1969,NL,CHN,CHC,E,2,92,70,720,142,3.34,Chicago Cubs,Wrigley Field,CHC
1969,NL,CIN,CIN,W,3,89,73,798,171,4.11,Cincinnati Reds,Crosley Field,CIN
1969,AL,CLE,CLE,E,6,62,99,573,119,3.94,Cleveland Indians,Cleveland Stadium,CLE
1969,AL,DET,DET,E,2,90,72,701,182,3.31,Detroit Tigers,Tiger Stadium,DET
1969,NL,HOU,HOU,W,5,81,81,676,104,3.6,Houston Astros,Astrodome,HOU
1969,AL,KCA,KCR,W,4,69,93,586,98,3.72,Kansas City Royals,Municipal Stadium II,KCR
1969,NL,LAN,LAD,W,4,85,77,645,97,3.08,Los Angeles Dodgers,Dodger Stadium,LAD
1969,AL,MIN,MIN,W,1,97,65,790,163,3.24,Minnesota Twins,Metropolitan Stadium,MIN
1969,NL,MON,WSN,E,6,52,110,582,125,4.33,Montreal Expos,Jarry Park,MON
1969,AL,NYA,NYY,E,5,80,81,562,94,3.23,New York Yankees,Yankee Stadium I,NYY
1969,NL,NYN,NYM,E,1,100,62,632,109,2.99,New York Mets,Shea Stadium,NYM
1969,AL,OAK,OAK,W,2,88,74,740,148,3.71,Oakland Athletics,Oakland Coliseum,OAK
1969,NL,PHI,PHI,E,5,63,99,645,137,4.14,Philadelphia Phillies,Connie Mack Stadium,PHI
1969,NL,PIT,PIT,E,3,88,74,725,119,3.61,Pittsburgh Pirates,Forbes Field,PIT
1969,NL,SDN,SDP,W,6,52,110,468,99,4.24,San Diego Padres,Jack Murphy Stadium,SDP
1969,AL,SE1,MIL,W,6,64,98,639,125,4.35,Seattle Pilots,Sicks Stadium,SEP
1969,NL,SFN,SFG,W,2,90,72,713,136,3.26,San Francisco Giants,Candlestick Park,SFG
1969,NL,SLN,STL,E,4,87,75,595,90,2.94,St. Louis Cardinals,Busch Stadium II,STL
1969,AL,WS2,TEX,E,4,86,76,694,148,3.49,Washington Senators,R.F.K. Stadium,WSA
1970,NL,ATL,ATL,W,5,76,86,736,160,4.33,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1970,AL,BAL,BAL,E,1,108,54,792,179,3.15,Baltimore Orioles,Memorial Stadium,BAL
1970,AL,BOS,BOS,E,3,87,75,786,203,3.87,Boston Red Sox,Fenway Park II,BOS
1970,AL,CAL,ANA,W,3,86,76,631,114,3.48,California Angels,Anaheim Stadium,CAL
1970,AL,CHA,CHW,W,6,56,106,633,123,4.54,Chicago White Sox,Comiskey Park,CHW
1970,NL,CHN,CHC,E,2,84,78,806,179,3.76,Chicago Cubs,Wrigley Field,CHC
1970,NL,CIN,CIN,W,1,102,60,775,191,3.69,Cincinnati Reds,Crosley Field/Riverfront Stadium,CIN
1970,AL,CLE,CLE,E,5,76,86,649,183,3.91,Cleveland Indians,Cleveland Stadium,CLE
1970,AL,DET,DET,E,4,79,83,666,148,4.09,Detroit Tigers,Tiger Stadium,DET
1970,NL,HOU,HOU,W,4,79,83,744,129,4.23,Houston Astros,Astrodome,HOU
1970,AL,KCA,KCR,W,4,65,97,611,97,3.78,Kansas City Royals,Municipal Stadium II,KCR
1970,NL,LAN,LAD,W,2,87,74,749,87,3.82,Los Angeles Dodgers,Dodger Stadium,LAD
1970,AL,MIN,MIN,W,1,98,64,744,153,3.23,Minnesota Twins,Metropolitan Stadium,MIN
1970,AL,ML4,MIL,W,4,65,97,613,126,4.21,Milwaukee Brewers,County Stadium,MIL
1970,NL,MON,WSN,E,6,73,89,687,136,4.5,Montreal Expos,Jarry Park,MON
1970,AL,NYA,NYY,E,2,93,69,680,111,3.24,New York Yankees,Yankee Stadium I,NYY
1970,NL,NYN,NYM,E,3,83,79,695,120,3.45,New York Mets,Shea Stadium,NYM
1970,AL,OAK,OAK,W,2,89,73,678,171,3.3,Oakland Athletics,Oakland Coliseum,OAK
1970,NL,PHI,PHI,E,5,73,88,594,101,4.17,Philadelphia Phillies,Connie Mack Stadium,PHI
1970,NL,PIT,PIT,E,1,89,73,729,130,3.7,Pittsburgh Pirates,Forbes Field/Three Rivers Stadium,PIT
1970,NL,SDN,SDP,W,6,63,99,681,172,4.36,San Diego Padres,Jack Murphy Stadium,SDP
1970,NL,SFN,SFG,W,3,86,76,831,165,4.5,San Francisco Giants,Candlestick Park,SFG
1970,NL,SLN,STL,E,4,76,86,744,113,4.06,St. Louis Cardinals,Busch Stadium II,STL
1970,AL,WS2,TEX,E,6,70,92,626,138,3.8,Washington Senators,R.F.K. Stadium,WSA
1971,NL,ATL,ATL,W,3,82,80,643,153,3.75,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1971,AL,BAL,BAL,E,1,101,57,742,158,2.99,Baltimore Orioles,Memorial Stadium,BAL
1971,AL,BOS,BOS,E,3,85,77,691,161,3.8,Boston Red Sox,Fenway Park II,BOS
1971,AL,CAL,ANA,W,4,76,86,511,96,3.1,California Angels,Anaheim Stadium,CAL
1971,AL,CHA,CHW,W,3,79,83,617,138,3.12,Chicago White Sox,Comiskey Park,CHW
1971,NL,CHN,CHC,E,3,83,79,637,128,3.61,Chicago Cubs,Wrigley Field,CHC
1971,NL,CIN,CIN,W,4,79,83,586,138,3.35,Cincinnati Reds,Riverfront Stadium,CIN
1971,AL,CLE,CLE,E,6,60,102,543,109,4.28,Cleveland Indians,Cleveland Stadium,CLE
1971,AL,DET,DET,E,2,91,71,701,179,3.63,Detroit Tigers,Tiger Stadium,DET
1971,NL,HOU,HOU,W,4,79,83,585,71,3.13,Houston Astros,Astrodome,HOU
1971,AL,KCA,KCR,W,2,85,76,603,80,3.25,Kansas City Royals,Municipal Stadium II,KCR
1971,NL,LAN,LAD,W,2,89,73,663,95,3.23,Los Angeles Dodgers,Dodger Stadium,LAD
1971,AL,MIN,MIN,W,5,74,86,654,116,3.81,Minnesota Twins,Metropolitan Stadium,MIN
1971,AL,ML4,MIL,W,6,69,92,534,104,3.38,Milwaukee Brewers,County Stadium,MIL
1971,NL,MON,WSN,E,5,71,90,622,88,4.12,Montreal Expos,Jarry Park,MON
1971,AL,NYA,NYY,E,4,82,80,648,97,3.43,New York Yankees,Yankee Stadium I,NYY
1971,NL,NYN,NYM,E,3,83,79,588,98,2.99,New York Mets,Shea Stadium,NYM
1971,AL,OAK,OAK,W,1,101,60,691,160,3.05,Oakland Athletics,Oakland Coliseum,OAK
1971,NL,PHI,PHI,E,6,67,95,558,123,3.71,Philadelphia Phillies,Veterans Stadium,PHI
1971,NL,PIT,PIT,E,1,97,65,788,154,3.31,Pittsburgh Pirates,Three Rivers Stadium,PIT
1971,NL,SDN,SDP,W,6,61,100,486,96,3.22,San Diego Padres,Jack Murphy Stadium,SDP
1971,NL,SFN,SFG,W,1,90,72,706,140,3.32,San Francisco Giants,Candlestick Park,SFG
1971,NL,SLN,STL,E,2,90,72,739,95,3.85,St. Louis Cardinals,Busch Stadium II,STL
1971,AL,WS2,TEX,E,5,63,96,537,86,3.7,Washington Senators,R.F.K. Stadium,WSA
1972,NL,ATL,ATL,W,4,70,84,628,144,4.27,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1972,AL,BAL,BAL,E,3,80,74,519,100,2.53,Baltimore Orioles,Memorial Stadium,BAL
1972,AL,BOS,BOS,E,2,85,70,640,124,3.47,Boston Red Sox,Fenway Park II,BOS
1972,AL,CAL,ANA,W,5,75,80,454,78,3.06,California Angels,Anaheim Stadium,CAL
1972,AL,CHA,CHW,W,2,87,67,566,108,3.12,Chicago White Sox,Comiskey Park,CHW
1972,NL,CHN,CHC,E,2,85,70,685,133,3.22,Chicago Cubs,Wrigley Field,CHC
1972,NL,CIN,CIN,W,1,95,59,707,124,3.21,Cincinnati Reds,Riverfront Stadium,CIN
1972,AL,CLE,CLE,E,5,72,84,472,91,2.92,Cleveland Indians,Cleveland Stadium,CLE
1972,AL,DET,DET,E,1,86,70,558,122,2.96,Detroit Tigers,Tiger Stadium,DET
1972,NL,HOU,HOU,W,3,84,69,708,134,3.77,Houston Astros,Astrodome,HOU
1972,AL,KCA,KCR,W,4,76,78,580,78,3.24,Kansas City Royals,Municipal Stadium II,KCR
1972,NL,LAN,LAD,W,2,85,70,584,98,2.78,Los Angeles Dodgers,Dodger Stadium,LAD
1972,AL,MIN,MIN,W,3,77,77,537,93,2.84,Minnesota Twins,Metropolitan Stadium,MIN
1972,AL,ML4,MIL,E,6,65,91,493,88,3.45,Milwaukee Brewers,County Stadium,MIL
1972,NL,MON,WSN,E,5,70,86,513,91,3.59,Montreal Expos,Jarry Park,MON
1972,AL,NYA,NYY,E,4,79,76,557,103,3.05,New York Yankees,Yankee Stadium I,NYY
